Username,Review Text,Likes,Date,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
@ARKNZ_FVRTZ,"Gw player roblox 4 tahun cuma main map horror dan battlefied terusan, walaupun terkadang menahan nafsu dari karakter kotak imut, unyu, dan s**si itu 🗿",1,2025-07-05T02:50:24Z,Gw player roblox  tahun cuma main map horror dan battlefied terusan walaupun terkadang menahan nafsu dari karakter kotak imut unyu dan ssi itu ,gw player roblox  tahun cuma main map horror dan battlefied terusan walaupun terkadang menahan nafsu dari karakter kotak imut unyu dan ssi itu ,gue player roblox tahun cuma main map horror dan battlefied terusan walaupun terkadang menahan nafsu dari karakter kotak imut unyu dan ssi itu,"['gue', 'player', 'roblox', 'tahun', 'cuma', 'main', 'map', 'horror', 'dan', 'battlefied', 'terusan', 'walaupun', 'terkadang', 'menahan', 'nafsu', 'dari', 'karakter', 'kotak', 'imut', 'unyu', 'dan', 'ssi', 'itu']","['gue', 'player', 'roblox', 'main', 'map', 'horror', 'battlefied', 'terusan', 'terkadang', 'menahan', 'nafsu', 'karakter', 'kotak', 'imut', 'unyu', 'ssi']",gue player roblox main map horror battlefied terus terkadang tahan nafsu karakter kotak imut unyu ssi,Negatif
@AfkarElfadla,Najis cok mending waifu,0,2025-07-05T02:05:17Z,Najis cok mending waifu,najis cok mending waifu,najis cok mending waifu,"['najis', 'cok', 'mending', 'waifu']","['najis', 'cok', 'mending', 'waifu']",najis cok mending waifu,Negatif
@fanxforsaken,Untungnya gw main forsaken😂😂,0,2025-07-05T01:38:58Z,Untungnya gw main forsaken,untungnya gw main forsaken,untungnya gue main forsaken,"['untungnya', 'gue', 'main', 'forsaken']","['untungnya', 'gue', 'main', 'forsaken']",untung gue main forsaken,Netral
@robloxmeme_edit,Rata rata karakter kayak gitu boti coy🤚😂✋,0,2025-07-05T01:30:28Z,Rata rata karakter kayak gitu boti coy,rata rata karakter kayak gitu boti coy,rata rata karakter kayak begitu boti coy,"['rata', 'rata', 'karakter', 'kayak', 'begitu', 'boti', 'coy']","['karakter', 'kayak', 'boti', 'coy']",karakter kayak bot coy,Negatif
@Ryuu888gfx,Oji keknya udh kena lcd nya😂,0,2025-07-05T01:25:07Z,Oji keknya udh kena lcd nya,oji keknya udh kena lcd nya,oji kayaknya sudah kena lcd ya,"['oji', 'kayaknya', 'sudah', 'kena', 'lcd', 'ya']","['oji', 'kayaknya', 'kena', 'lcd', 'ya']",oji kayak kena lcd ya,Negatif
@Realmepro3jetispateb0NSebelas,Oji Wahyudi panas panas sange ey,0,2025-07-05T01:23:34Z,Oji Wahyudi panas panas sange ey,oji wahyudi panas panas sange ey,oji wahyudi panas panas sange ey,"['oji', 'wahyudi', 'panas', 'panas', 'sange', 'ey']","['oji', 'wahyudi', 'panas', 'panas', 'sange', 'ey']",oji wahyudi panas panas sange ey,Negatif
@getz8090,Alin ketauan mamahnya 🤭,1,2025-07-05T01:19:43Z,Alin ketauan mamahnya ,alin ketauan mamahnya ,alin ketahuan mamahnya,"['alin', 'ketahuan', 'mamahnya']","['alin', 'ketahuan', 'mamahnya']",alin tahu mamah,Negatif
@alfatharachannel9805,"Orang gila dia co , dia mau ya itulah",0,2025-07-05T01:07:11Z,Orang gila dia co  dia mau ya itulah,orang gila dia co  dia mau ya itulah,orang gila dia cowok dia mau ya itulah,"['orang', 'gila', 'dia', 'cowok', 'dia', 'mau', 'ya', 'itulah']","['orang', 'gila', 'cowok', 'ya']",orang gila cowok ya,Positif
@IndoSumatraOfficial,Alamak Roblox sekarang tidak seperti dulu lagi ☕💀,0,2025-07-05T01:04:11Z,Alamak Roblox sekarang tidak seperti dulu lagi ,alamak roblox sekarang tidak seperti dulu lagi ,alamak roblox sekarang tidak seperti dulu lagi,"['alamak', 'roblox', 'sekarang', 'tidak', 'seperti', 'dulu', 'lagi']","['alamak', 'roblox']",alamak roblox,Netral
@ahtong6567,Gw palingan suka game tembak tembakan fi roblox,1,2025-07-05T00:48:51Z,Gw palingan suka game tembak tembakan fi roblox,gw palingan suka game tembak tembakan fi roblox,gue palingan suka game tembak tembakan di roblox,"['gue', 'palingan', 'suka', 'game', 'tembak', 'tembakan', 'di', 'roblox']","['gue', 'palingan', 'suka', 'game', 'tembak', 'tembakan', 'roblox']",gue paling suka game tembak tembak roblox,Negatif
@ZitnySebastiancahyano,Gw masih tetap setia dengan wot blitz,0,2025-07-04T23:11:20Z,Gw masih tetap setia dengan wot blitz,gw masih tetap setia dengan wot blitz,gue masih tetap setia dengan wot blitz,"['gue', 'masih', 'tetap', 'setia', 'dengan', 'wot', 'blitz']","['gue', 'setia', 'wot', 'blitz']",gue setia wot blitz,Negatif
@LordYuii,Ganggu jiwa sih yg bener kalo suka Ama ava nya 🗿,0,2025-07-04T22:50:56Z,Ganggu jiwa sih yg bener kalo suka Ama ava nya ,ganggu jiwa sih yg bener kalo suka ama ava nya ,ganggu jiwa sih yang benar kalau suka sama ava ya,"['ganggu', 'jiwa', 'sih', 'yang', 'benar', 'kalau', 'suka', 'sama', 'ava', 'ya']","['ganggu', 'jiwa', 'sih', 'suka', 'ava', 'ya']",ganggu jiwa sih suka ava ya,Netral
@AhmadaliRusdan,alah bocil itu,0,2025-07-04T22:39:00Z,alah bocil itu,alah bocil itu,alah bocil itu,"['alah', 'bocil', 'itu']","['alah', 'bocil']",alah bocil,Negatif
@Wibucihuy,"Ya ya ... YA ITU NAMANYA GILA ANJIR, bayangin kalo lu suka sama karakter game bullsh** kyk gitu wah gila lu anjir, berotak San**  lu
Bayangin orang tua lu yang denger lu san** sama karakter game langsung ancur harapan ortu bejir😂😂😂
Sudah lah bang mari kita kejalan yang benar JANGAN SAMPE SAN** SAMA KARAKTER GAME (btw ini buat yang San** sama karakter Roblox)",0,2025-07-04T22:07:32Z,"Ya ya  YA ITU NAMANYA GILA ANJIR bayangin kalo lu suka sama karakter game bullsh kyk gitu wah gila lu anjir berotak San  lu
Bayangin orang tua lu yang denger lu san sama karakter game langsung ancur harapan ortu bejir
Sudah lah bang mari kita kejalan yang benar JANGAN SAMPE SAN SAMA KARAKTER GAME btw ini buat yang San sama karakter Roblox","ya ya  ya itu namanya gila anjir bayangin kalo lu suka sama karakter game bullsh kyk gitu wah gila lu anjir berotak san  lu
bayangin orang tua lu yang denger lu san sama karakter game langsung ancur harapan ortu bejir
sudah lah bang mari kita kejalan yang benar jangan sampe san sama karakter game btw ini buat yang san sama karakter roblox",ya ya ya itu namanya gila anjir bayangkan kalau kamu suka sama karakter game bullsh kayak begitu wah gila kamu anjir berotak san kamu bayangkan orang tua kamu yang dengar kamu san sama karakter game langsung hancur harapan bejir sudah lah abang mari kita kejalan yang benar jangan sampai san sama karakter game btw ini buat yang san sama karakter roblox,"['ya', 'ya', 'ya', 'itu', 'namanya', 'gila', 'anjir', 'bayangkan', 'kalau', 'kamu', 'suka', 'sama', 'karakter', 'game', 'bullsh', 'kayak', 'begitu', 'wah', 'gila', 'kamu', 'anjir', 'berotak', 'san', 'kamu', 'bayangkan', 'orang', 'tua', 'kamu', 'yang', 'dengar', 'kamu', 'san', 'sama', 'karakter', 'game', 'langsung', 'hancur', 'harapan', 'bejir', 'sudah', 'lah', 'abang', 'mari', 'kita', 'kejalan', 'yang', 'benar', 'jangan', 'sampai', 'san', 'sama', 'karakter', 'game', 'btw', 'ini', 'buat', 'yang', 'san', 'sama', 'karakter', 'roblox']","['ya', 'ya', 'ya', 'namanya', 'gila', 'anjir', 'bayangkan', 'suka', 'karakter', 'game', 'bullsh', 'kayak', 'gila', 'anjir', 'berotak', 'san', 'bayangkan', 'orang', 'tua', 'dengar', 'san', 'karakter', 'game', 'langsung', 'hancur', 'harapan', 'bejir', 'abang', 'mari', 'kejalan', 'san', 'karakter', 'game', 'btw', 'san', 'karakter', 'roblox']",ya ya ya nama gila anjir bayang suka karakter game bullsh kayak gila anjir otak san bayang orang tua dengar san karakter game langsung hancur harap bejir abang mari jalan san karakter game btw san karakter roblox,Positif
@Ashuraa69,Orang gila💀,0,2025-07-04T21:09:47Z,Orang gila,orang gila,orang gila,"['orang', 'gila']","['orang', 'gila']",orang gila,Netral
@REGISKUYBOY,Gw main roblox buat blox fruit 😅,0,2025-07-04T19:39:40Z,Gw main roblox buat blox fruit ,gw main roblox buat blox fruit ,gue main roblox buat blox fruit,"['gue', 'main', 'roblox', 'buat', 'blox', 'fruit']","['gue', 'main', 'roblox', 'blox', 'fruit']",gue main roblox blox fruit,Netral
@GeorickGrande,Gara-gara grow a garden roblox jadi viral bang! Gua udah jadi warga grow a garden,1,2025-07-04T18:13:10Z,Garagara grow a garden roblox jadi viral bang Gua udah jadi warga grow a garden,garagara grow a garden roblox jadi viral bang gua udah jadi warga grow a garden,garagara grow a garden roblox jadi viral abang gua sudah jadi warga grow a garden,"['garagara', 'grow', 'a', 'garden', 'roblox', 'jadi', 'viral', 'abang', 'gua', 'sudah', 'jadi', 'warga', 'grow', 'a', 'garden']","['garagara', 'grow', 'a', 'garden', 'roblox', 'viral', 'abang', 'gua', 'warga', 'grow', 'a', 'garden']",garagara grow a garden roblox viral abang gua warga grow a garden,Negatif
@abilzz-1306,Gila ada yang birahi sama ava rblx 😹😹,0,2025-07-04T17:53:56Z,Gila ada yang birahi sama ava rblx ,gila ada yang birahi sama ava rblx ,gila ada yang birahi sama ava rblx,"['gila', 'ada', 'yang', 'birahi', 'sama', 'ava', 'rblx']","['gila', 'birahi', 'ava', 'rblx']",gila birah ava rblx,Negatif
@CelloAzka-u2w,Sus bang,0,2025-07-04T17:38:21Z,Sus bang,sus bang,sus abang,"['sus', 'abang']","['sus', 'abang']",sus abang,Netral
@ArVittz_CH,ABSOLUTE FREAKY✋🗿🤚,1,2025-07-04T17:28:19Z,ABSOLUTE FREAKY,absolute freaky,absolute freaky,"['absolute', 'freaky']","['absolute', 'freaky']",absolute freaky,Netral
@gilbertosuhandi4312,"Daripada peduliin soal skin doang, mending main GAG aj😊",0,2025-07-04T16:58:54Z,Daripada peduliin soal skin doang mending main GAG aj,daripada peduliin soal skin doang mending main gag aj,daripada mempedulikan soal skin doang mending main tidak saja,"['daripada', 'mempedulikan', 'soal', 'skin', 'doang', 'mending', 'main', 'tidak', 'saja']","['mempedulikan', 'skin', 'doang', 'mending', 'main']",peduli skin doang mending main,Netral
@ayunda-5,Menurutku tidak pantas untuk menjadi konten Roblox karena itu haram kitab suci aja tidak boleh melihat itu,1,2025-07-04T16:53:37Z,Menurutku tidak pantas untuk menjadi konten Roblox karena itu haram kitab suci aja tidak boleh melihat itu,menurutku tidak pantas untuk menjadi konten roblox karena itu haram kitab suci aja tidak boleh melihat itu,menurutku tidak pantas untuk menjadi konten roblox karena itu haram kitab suci saja tidak boleh melihat itu,"['menurutku', 'tidak', 'pantas', 'untuk', 'menjadi', 'konten', 'roblox', 'karena', 'itu', 'haram', 'kitab', 'suci', 'saja', 'tidak', 'boleh', 'melihat', 'itu']","['menurutku', 'konten', 'roblox', 'haram', 'kitab', 'suci']",turut konten roblox haram kitab suci,Negatif
@mazkasyawal,keren? dongo,0,2025-07-04T16:06:55Z,keren dongo,keren dongo,keren dongo,"['keren', 'dongo']","['keren', 'dongo']",keren dongo,Netral
@ahmadfaizals1099,"Vann: ""Gw mah netral aja, cuma s*nge dkit sama char cwe roblox kalo gk gtu s*nge sama cwe anime""",0,2025-07-04T15:53:01Z,Vann Gw mah netral aja cuma snge dkit sama char cwe roblox kalo gk gtu snge sama cwe anime,vann gw mah netral aja cuma snge dkit sama char cwe roblox kalo gk gtu snge sama cwe anime,vann gue mah netral saja cuma snge dkit sama char cewek roblox kalau tidak begitu snge sama cewek anime,"['vann', 'gue', 'mah', 'netral', 'saja', 'cuma', 'snge', 'dkit', 'sama', 'char', 'cewek', 'roblox', 'kalau', 'tidak', 'begitu', 'snge', 'sama', 'cewek', 'anime']","['vann', 'gue', 'mah', 'netral', 'snge', 'dkit', 'char', 'cewek', 'roblox', 'snge', 'cewek', 'anime']",vann gue mah netral snge dkit char cewek roblox snge cewek anime,Netral
@LigggSyamm,Bahan coli,0,2025-07-04T15:50:16Z,Bahan coli,bahan coli,bahan coli,"['bahan', 'coli']","['bahan', 'coli']",bahan coli,Negatif
@AkmalnonoNono,"Coba cek,akunya Alin udah ilang entah kemana😂",2,2025-07-04T15:18:09Z,Coba cekakunya Alin udah ilang entah kemana,coba cekakunya alin udah ilang entah kemana,coba cekakunya alin sudah hilang entah kemana,"['coba', 'cekakunya', 'alin', 'sudah', 'hilang', 'entah', 'kemana']","['coba', 'cekakunya', 'alin', 'hilang', 'kemana']",coba cekakunya alin hilang mana,Netral
@Ridho-saja15,Stresss,1,2025-07-04T14:58:48Z,Stresss,stresss,stresss,['stresss'],['stresss'],stresss,Netral
@zofaraziz4699,Perasaan yg bikin rame gara gara game grow a garden🗿,0,2025-07-04T14:39:26Z,Perasaan yg bikin rame gara gara game grow a garden,perasaan yg bikin rame gara gara game grow a garden,perasaan yang bikin rame gara gara game grow a garden,"['perasaan', 'yang', 'bikin', 'rame', 'gara', 'gara', 'game', 'grow', 'a', 'garden']","['perasaan', 'bikin', 'rame', 'gara', 'gara', 'game', 'grow', 'a', 'garden']",asa bikin rame gara gara game grow a garden,Negatif
@Mr_sanzz13,"Roblox rame bukan karena dia
tapi karena grow a garden 😂",0,2025-07-04T14:13:05Z,"Roblox rame bukan karena dia
tapi karena grow a garden ","roblox rame bukan karena dia
tapi karena grow a garden ",roblox rame bukan karena dia tapi karena grow a garden,"['roblox', 'rame', 'bukan', 'karena', 'dia', 'tapi', 'karena', 'grow', 'a', 'garden']","['roblox', 'rame', 'grow', 'a', 'garden']",roblox rame grow a garden,Netral
@MIKASA_edit-u1,punya ku aja Mikasa jadi yaaaa gk yerbuka lah,0,2025-07-04T13:58:12Z,punya ku aja Mikasa jadi yaaaa gk yerbuka lah,punya ku aja mikasa jadi yaaaa gk yerbuka lah,punya ku saja mikasa jadi ya tidak yerbuka lah,"['punya', 'ku', 'saja', 'mikasa', 'jadi', 'ya', 'tidak', 'yerbuka', 'lah']","['ku', 'mikasa', 'ya', 'yerbuka']",ku mikasa ya yerbuka,Positif
@isaayubi781,Bg lusa gw mondok dadah bg🥲,0,2025-07-04T13:56:53Z,Bg lusa gw mondok dadah bg,bg lusa gw mondok dadah bg,bang lusa gue mondok dadah bang,"['bang', 'lusa', 'gue', 'mondok', 'dadah', 'bang']","['bang', 'lusa', 'gue', 'mondok', 'dadah', 'bang']",bang lusa gue mondok dadah bang,Negatif
@joybastian8578,Wkwkwk gua main dari 2019 bukan karna sus tapi karna seru😂,0,2025-07-04T13:27:32Z,Wkwkwk gua main dari  bukan karna sus tapi karna seru,wkwkwk gua main dari  bukan karna sus tapi karna seru,wkwkwk gua main dari bukan karena sus tapi karena seru,"['wkwkwk', 'gua', 'main', 'dari', 'bukan', 'karena', 'sus', 'tapi', 'karena', 'seru']","['wkwkwk', 'gua', 'main', 'sus', 'seru']",wkwkwk gua main sus seru,Netral
@Eaglewingers,Bukannya emang ud rame ya bang,0,2025-07-04T12:38:47Z,Bukannya emang ud rame ya bang,bukannya emang ud rame ya bang,bukannya memang sudah rame ya abang,"['bukannya', 'memang', 'sudah', 'rame', 'ya', 'abang']","['rame', 'ya', 'abang']",rame ya abang,Positif
@seanyuki-p3f,😂😂😂😂😂😂wkwkwkwkwkw,0,2025-07-04T12:14:48Z,wkwkwkwkwkw,wkwkwkwkwkw,wkwkwkwkwkw,['wkwkwkwkwkw'],['wkwkwkwkwkw'],wkwkwkwkwkw,Netral
@bikomang,Cringe itu mending bacon sih,0,2025-07-04T12:10:17Z,Cringe itu mending bacon sih,cringe itu mending bacon sih,cringe itu mending bacon sih,"['cringe', 'itu', 'mending', 'bacon', 'sih']","['cringe', 'mending', 'bacon', 'sih']",cringe mending bacon sih,Netral
@erwinwijaya2945,Nafsu kok ama kotak kubus...😮...dulu roblox kotak2 soalnya😅,0,2025-07-04T12:09:17Z,Nafsu kok ama kotak kubusdulu roblox kotak soalnya,nafsu kok ama kotak kubusdulu roblox kotak soalnya,nafsu kok sama kotak kubusdulu roblox kotak soalnya,"['nafsu', 'kok', 'sama', 'kotak', 'kubusdulu', 'roblox', 'kotak', 'soalnya']","['nafsu', 'kotak', 'kubusdulu', 'roblox', 'kotak']",nafsu kotak kubusdulu roblox kotak,Negatif
@icmalgaming,Emang udah gak waras para gen alpha :v,0,2025-07-04T12:01:55Z,Emang udah gak waras para gen alpha v,emang udah gak waras para gen alpha v,memang sudah tidak waras para gen alpha v,"['memang', 'sudah', 'tidak', 'waras', 'para', 'gen', 'alpha', 'v']","['waras', 'gen', 'alpha', 'v']",waras gen alpha v,Netral
@aryadanu4432,"""karakter Roblox bikin Aceng""yaampun😂",0,2025-07-04T11:57:54Z,karakter Roblox bikin Acengyaampun,karakter roblox bikin acengyaampun,karakter roblox bikin acengyaampun,"['karakter', 'roblox', 'bikin', 'acengyaampun']","['karakter', 'roblox', 'bikin', 'acengyaampun']",karakter roblox bikin acengyaampun,Netral
@noah_socool198,Dulu robux gratis tapi sekarang bayar,2,2025-07-04T11:52:43Z,Dulu robux gratis tapi sekarang bayar,dulu robux gratis tapi sekarang bayar,dulu robux gratis tapi sekarang bayar,"['dulu', 'robux', 'gratis', 'tapi', 'sekarang', 'bayar']","['robux', 'gratis', 'bayar']",robux gratis bayar,Positif
@KhoirulAnam-z6y,Hell nah,0,2025-07-04T11:45:48Z,Hell nah,hell nah,hell nah,"['hell', 'nah']",['hell'],hell,Netral
@anomalywibu,Orang lain bikin char Roblox yg lain keren bagus atau jan jan sus lah gw malah bikin ava jawa njir 🗿,1,2025-07-04T11:45:18Z,Orang lain bikin char Roblox yg lain keren bagus atau jan jan sus lah gw malah bikin ava jawa njir ,orang lain bikin char roblox yg lain keren bagus atau jan jan sus lah gw malah bikin ava jawa njir ,orang lain bikin char roblox yang lain keren bagus atau jangan jangan sus lah gue malah bikin ava jawa anjir,"['orang', 'lain', 'bikin', 'char', 'roblox', 'yang', 'lain', 'keren', 'bagus', 'atau', 'jangan', 'jangan', 'sus', 'lah', 'gue', 'malah', 'bikin', 'ava', 'jawa', 'anjir']","['orang', 'bikin', 'char', 'roblox', 'keren', 'bagus', 'sus', 'gue', 'bikin', 'ava', 'jawa', 'anjir']",orang bikin char roblox keren bagus sus gue bikin ava jawa anjir,Netral
@speednaikmoto,Mending jadi petani 😂,0,2025-07-04T11:14:56Z,Mending jadi petani ,mending jadi petani ,mending jadi petani,"['mending', 'jadi', 'petani']","['mending', 'petani']",mending tani,Netral
@Muhammad.Rosada,Normal untuk orang bodoh,0,2025-07-04T11:14:13Z,Normal untuk orang bodoh,normal untuk orang bodoh,normal untuk orang bodoh,"['normal', 'untuk', 'orang', 'bodoh']","['normal', 'orang', 'bodoh']",normal orang bodoh,Positif
@Save_and_free_palestine,"Versi fan artnya masih mending njir kek anime anime gitu, tapi kalau versi game kok bisa ada yang sange?",0,2025-07-04T11:00:25Z,Versi fan artnya masih mending njir kek anime anime gitu tapi kalau versi game kok bisa ada yang sange,versi fan artnya masih mending njir kek anime anime gitu tapi kalau versi game kok bisa ada yang sange,versi fan artnya masih mending anjir kayak anime anime begitu tapi kalau versi game kok bisa ada yang sange,"['versi', 'fan', 'artnya', 'masih', 'mending', 'anjir', 'kayak', 'anime', 'anime', 'begitu', 'tapi', 'kalau', 'versi', 'game', 'kok', 'bisa', 'ada', 'yang', 'sange']","['versi', 'fan', 'artnya', 'mending', 'anjir', 'kayak', 'anime', 'anime', 'versi', 'game', 'sange']",versi fan artnya mending anjir kayak anime anime versi game sange,Negatif
@daxlopez5651,Dia benar benar gila,0,2025-07-04T10:59:08Z,Dia benar benar gila,dia benar benar gila,dia benar benar gila,"['dia', 'benar', 'benar', 'gila']",['gila'],gila,Netral
@Mungkin123,Oji Wahyudi 🤭,0,2025-07-04T10:48:54Z,Oji Wahyudi ,oji wahyudi ,oji wahyudi,"['oji', 'wahyudi']","['oji', 'wahyudi']",oji wahyudi,Netral
@DJVNX08,Oji wahyudi🥀,0,2025-07-04T10:25:20Z,Oji wahyudi,oji wahyudi,oji wahyudi,"['oji', 'wahyudi']","['oji', 'wahyudi']",oji wahyudi,Netral
@justzamxx,Oji wahyudi 💀,0,2025-07-04T10:14:13Z,Oji wahyudi ,oji wahyudi ,oji wahyudi,"['oji', 'wahyudi']","['oji', 'wahyudi']",oji wahyudi,Netral
@jeraldhotmartua6975,Aku benci anime satu itu bro 😡😡🤬🤬😱,0,2025-07-04T06:43:13Z,Aku benci anime satu itu bro ,aku benci anime satu itu bro ,aku benci anime satu itu bro,"['aku', 'benci', 'anime', 'satu', 'itu', 'bro']","['benci', 'anime', 'bro']",benci anime bro,Netral
@syanz.,Orang gila,0,2025-07-04T03:54:07Z,Orang gila,orang gila,orang gila,"['orang', 'gila']","['orang', 'gila']",orang gila,Netral
@Hi_hi-us,Udah gk wajar birahi sama character roblox💀💀,0,2025-07-04T03:30:07Z,Udah gk wajar birahi sama character roblox,udah gk wajar birahi sama character roblox,sudah tidak wajar birahi sama character roblox,"['sudah', 'tidak', 'wajar', 'birahi', 'sama', 'character', 'roblox']","['wajar', 'birahi', 'character', 'roblox']",wajar birah character roblox,Negatif
@DENZZ1102-h8o,Udh gk normal😂,0,2025-07-04T03:19:30Z,Udh gk normal,udh gk normal,sudah tidak normal,"['sudah', 'tidak', 'normal']",['normal'],normal,Positif
@EvosRrqGalang1234,"Harus di ban,nanti anak anak liat",0,2025-07-04T02:50:20Z,Harus di bannanti anak anak liat,harus di bannanti anak anak liat,harus di bannanti anak anak lihat,"['harus', 'di', 'bannanti', 'anak', 'anak', 'lihat']","['bannanti', 'anak', 'anak', 'lihat']",bannanti anak anak lihat,Negatif
@RKzaks_1,Gua main roblok gk cinta sama char roblox kalo gua cinta sama char roblox sinting gua. Gua pengen kaya di grow a garden bukan cinta sama char roblox,0,2025-07-04T01:41:49Z,Gua main roblok gk cinta sama char roblox kalo gua cinta sama char roblox sinting gua Gua pengen kaya di grow a garden bukan cinta sama char roblox,gua main roblok gk cinta sama char roblox kalo gua cinta sama char roblox sinting gua gua pengen kaya di grow a garden bukan cinta sama char roblox,gua main roblok tidak cinta sama char roblox kalau gua cinta sama char roblox sinting gua gua pengin kayak di grow a garden bukan cinta sama char roblox,"['gua', 'main', 'roblok', 'tidak', 'cinta', 'sama', 'char', 'roblox', 'kalau', 'gua', 'cinta', 'sama', 'char', 'roblox', 'sinting', 'gua', 'gua', 'pengin', 'kayak', 'di', 'grow', 'a', 'garden', 'bukan', 'cinta', 'sama', 'char', 'roblox']","['gua', 'main', 'roblok', 'cinta', 'char', 'roblox', 'gua', 'cinta', 'char', 'roblox', 'sinting', 'gua', 'gua', 'pengin', 'kayak', 'grow', 'a', 'garden', 'cinta', 'char', 'roblox']",gua main roblok cinta char roblox gua cinta char roblox sinting gua gua pengin kayak grow a garden cinta char roblox,Negatif
